Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Info
"Mumbai",01/01/2018,69.9,87.9,77.4,59.3,55.01,87.64,10.3,,230.94,0,0,,1.5,0,1010.9,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/02/2018,68.2,82.5,76,57.3,53.24,82.17,10.3,,194.05,0,0,,1.4,0,1009.8,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/03/2018,69.9,86.1,76.7,63.8,66.01,84.28,11.4,,181.29,0,0,,1.2,0.4,1011.1,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/04/2018,69.9,86.1,77.4,64.5,66.76,85.58,10.3,,222.17,0,0,,1.2,0.4,1012.4,"Mist, Fog, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/05/2018,69.3,86.1,77.3,62.5,61.86,86.17,11.4,,247,0,0,,1.6,0.4,1011.1,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/06/2018,67.2,86.1,76.8,53.8,46.8,83.48,11.4,,187.39,0,0,,1.8,0.5,1011.1,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/07/2018,66.6,82.5,74.6,50.4,43.78,80.71,11.4,,149.1,0,0,,2.1,0.4,1012.6,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/08/2018,67,82.5,74.4,58,57.51,81.28,11.4,,249.29,0,0,,1.7,0.4,1012.4,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/09/2018,69.3,89.7,77.5,61.7,60.28,87.1,10.3,,165.87,0,0,,1.4,0,1013.5,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/10/2018,70.9,91.5,80.3,60.1,52.45,89.65,12.8,,158.16,0,0,,1.4,0.4,1013.7,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/11/2018,72.7,91.5,82.3,58.6,45.98,90.82,8.1,,181.27,0,0,,1.5,1.2,1013.7,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/12/2018,73.8,93.3,82.9,61.2,49.58,92.05,9.2,,160,0,0,,1.6,28.1,1012.2,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/13/2018,75.7,93.3,82.9,63.5,53.52,95.37,10.3,,175.87,0,0,,1.5,32.8,1011.6,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/14/2018,74.5,91.5,82.8,66.9,60.05,93.35,11.4,,179.31,0,0,,1.4,8.9,1012.2,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/15/2018,74.5,93.3,83.8,66.9,57.96,95.37,11.4,,188.45,0,0,,1.5,15.1,1012.2,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/16/2018,76.6,95.1,85.1,64.3,52.49,95.59,9.2,,144.68,0,0,,1.5,30.5,1011.1,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/17/2018,74.8,91.5,83.4,62.6,51.46,91.54,11.4,,198.61,0,0,,2.2,4.1,1011.2,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/18/2018,74,93.3,83.6,60.5,47.7,99.38,11.4,,176.14,0,0,,2.3,5.2,1011.8,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/19/2018,70.5,91.5,81.6,56.8,43.98,94.46,13.9,,207.67,0,0,,2.3,1.6,1012.9,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/20/2018,70.3,91.5,79.9,55.6,44.36,88.99,11.4,,148.16,0,0,,1.9,0.5,1012.7,"Smoke Or Haze",18.94017,72.83486,""
