Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Info
"Mumbai",01/01/2011,64.5,82.5,72.3,50.4,46.58,81.28,11.4,,180,0,0,,1.8,2.1,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/02/2011,69.9,84.3,75.4,52,44.54,84.02,10.3,,131,0,0,,2,31.4,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/03/2011,71.7,87.9,78.2,60,54.04,89.48,8.1,,132.22,0,0,,1.7,28,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/04/2011,75.3,87.9,80.8,61.1,51.68,87.24,9.2,,140.91,0,0,,1.8,33.3,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/05/2011,75.3,89.7,80.5,60.9,52.32,88.4,11.4,,120.59,0,0,,1.8,38.2,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/06/2011,73.5,86.1,79,54.6,43.29,85.08,11.4,,130,0,0,,2.4,2.5,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/07/2011,66.3,87.9,76.8,42.6,31.23,84.17,10.3,,151.25,0,0,,2.2,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/08/2011,66.3,86.1,75.6,47.8,38.45,82.86,10.3,,232.86,0,0,,2,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/09/2011,66.3,87.9,76.5,53,45.57,85.58,8.1,,173.33,0,0,,1.7,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/10/2011,73.5,89.7,78.2,51.6,41.66,86.16,10.3,,132.86,0,0,,1.9,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/11/2011,68.1,86.1,77,58.5,55.66,85.58,9.2,,213.33,0,0,,1.5,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/12/2011,69.9,86.1,77.4,57.7,52.7,84.55,9.2,,208.46,0,0,,1.4,1.5,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/13/2011,69.9,86.1,77.9,56.1,47.92,84.55,10.3,,222.5,0,0,,1.2,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/14/2011,69.9,84.3,75.8,59.3,57.77,84.55,9.2,,255.83,0,0,,1.1,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/15/2011,68.1,84.3,75.5,61.1,62.07,84.55,13.9,,259.23,0,0,,1.7,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/16/2011,66.3,84.3,74.3,59.3,60.95,84.55,10.3,,210,0,0,,1.9,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/17/2011,69.9,86.1,76.6,58.5,55.04,86.17,10.3,,217.69,0,0,,1.6,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/18/2011,68.1,87.9,77.3,55.4,49.19,86.69,10.3,,170.71,0,0,,1.6,1.3,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/19/2011,68.1,87.9,76.5,57.8,53.6,88.62,11.4,,242.5,0,0,,1.5,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/20/2011,69.9,89.7,78.8,59.3,53.38,88.99,9.2,,220,0,0,,1.4,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/21/2011,69.9,87.9,77.9,56.4,49.74,87.88,10.3,,249,0,0,,1.6,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/22/2011,69.9,87.9,78.6,58.1,51.26,88.62,11.4,,232.22,0,0,,1.3,2.9,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/23/2011,69.9,87.9,78.1,57.6,50.3,87.88,9.2,,256.67,0,0,,1.3,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/24/2011,69.9,87.9,78.4,59.6,53.91,86.69,10.3,,260,0,0,,1.2,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/25/2011,69.9,87.9,79.2,60.6,53.98,88.62,11.4,,267,0,0,,1.4,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/26/2011,71.7,89.7,78.3,56.5,48.39,87.24,9.2,,215,0,0,,1.7,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/27/2011,71.7,89.7,79.2,58.7,50.11,89.48,11.4,,223.64,0,0,,1.4,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/28/2011,69.9,84.3,77,59.6,55.98,83.57,11.4,,262.31,0,0,,1.2,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/29/2011,69.9,86.1,77.6,54.8,46.47,84.65,11.4,,305.38,0,0,,1.5,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/30/2011,68.1,87.9,77.6,55,46.78,86.69,12.8,,260,0,0,,1.7,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/31/2011,69.9,89.7,78.2,57.4,50.08,87.88,12.8,,243.85,0,0,,1.5,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/01/2011,73.5,89.7,80,60.1,51.38,88.99,10.3,,224.62,0,0,,1.5,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/02/2011,73.5,93.3,82.8,58.4,44.67,90.99,11.4,,238.57,0,0,,1.5,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/03/2011,75.3,95.1,82.7,58.2,44.97,92,15,,229.23,0,0,,1.6,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/04/2011,75.3,91.5,81.8,57.5,45.53,89.19,11.4,,237.5,0,0,,1.7,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/05/2011,73.5,91.5,82,55.4,40.89,88.99,12.8,,185.62,0,0,,1.6,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/06/2011,73.5,89.7,80.7,53.7,42.14,87.9,11.4,,242.22,0,0,,1.5,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/07/2011,73.5,87.9,79.4,57.9,48.77,89.48,10.3,,305.33,0,0,,2.1,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/08/2011,69.9,86.1,77.9,62.5,60.86,88.54,11.4,,256.67,0,0,,2.2,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/09/2011,69.9,86.1,77.4,59.4,54.55,87.64,12.8,,270,0,0,,2.2,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/10/2011,71.7,86.1,77.7,60.5,56.18,86.17,11.4,,284.67,0,0,,1.7,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/11/2011,73.5,89.7,81.2,62,53.74,89.48,10.3,,205,0,0,,1.3,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/12/2011,71.7,87.9,80,62.2,56.14,87.88,10.3,,221.54,0,0,,1.4,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/13/2011,73.5,86.1,79.1,62.7,58.34,85.85,12.8,,297.5,0,0,,1.7,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/14/2011,71.7,84.3,77.7,64.7,65.68,87.56,10.3,,287.5,0,0,,2.1,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/15/2011,71.7,84.3,77.2,64.9,67.63,84.02,10.3,,231.18,0,0,,2.5,5.2,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/16/2011,73.5,80.7,76.8,63.7,64.58,81.94,11.4,,277.65,0,0,,2.7,31.9,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/17/2011,71.7,84.3,76.6,58.3,54.39,83.57,12.8,,293,0,0,,2.7,1.5,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/18/2011,71.7,80.7,75.7,59.7,57.87,82.38,13.9,,238.33,0,0,,2.5,0,,"Smoke Or Haze",18.94017,72.83486,""
