Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Info
"Mumbai",01/01/2012,71.7,80.7,75.2,53.2,46.99,80.89,10.3,,304.17,0,0,,1.5,27.5,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/02/2012,68.1,86.1,76.1,57.4,52.98,86.17,9.2,,231.11,0,0,,1.2,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/03/2012,69.9,87.9,77.6,60.3,57.93,86.22,10.3,,233.85,0,0,,1.1,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/04/2012,68.1,84.3,75.8,62.1,64,84.1,11.4,,226.25,0,0,,1.1,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/05/2012,69.9,86.1,77.3,57,51.34,85.58,10.3,,273,0,0,,1.3,4.1,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/06/2012,68.1,87.9,77.8,57.7,52.21,86.69,10.3,,269.23,0,0,,1.3,8.2,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/07/2012,69.9,84.3,76.9,58.7,54.49,84.02,10.3,,310,0,0,,1.5,1.6,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/08/2012,68.1,82.5,75,49.7,43.46,80.87,13.9,,208.24,0,0,,1.7,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/09/2012,64.5,82.5,72.2,47.5,42.97,81.06,10.3,,221.33,0,0,,1.3,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/10/2012,64.5,82.5,73.4,53.4,50.69,81.83,12.8,,236,0,0,,1.2,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/11/2012,68.1,86.1,76.6,47.9,38.17,82.94,11.4,,120.48,0,0,,1.4,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/12/2012,71.7,87.9,77.4,44.8,32.94,84.24,11.4,,108.5,0,0,,1.4,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/13/2012,71.7,87.9,77.5,46.2,34.28,84.3,9.2,,123.33,0,0,,1.3,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/14/2012,69.9,86.1,77.3,49.9,39.61,83.3,11.4,,203.57,0,0,,1.2,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/15/2012,68.1,86.1,76.1,53.9,47.74,83.15,10.3,,221.43,0,0,,1.1,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/16/2012,68.1,82.5,75,56.8,54.27,82.38,10.3,,269.33,0,0,,1.2,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/17/2012,68.1,80.7,73.5,62.9,70.24,82.88,11.4,,220.5,0,0,,1.3,0,,"Smoke Or Haze",18.94017,72.83486,""
