Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Info
"Mumbai",01/01/2010,73.5,89.7,81.3,58.9,47.35,89.48,11.4,,135.56,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/02/2010,75.3,91.5,82.1,63.8,54.67,92.38,10.3,,120,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/03/2010,77.1,86.1,80.4,67.6,65.18,90.77,11.4,,192.35,0,0,,1.5,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/04/2010,73.5,84.3,78,64.1,62.76,86.65,11.4,,247,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/05/2010,69.9,84.3,76.4,65.8,70.88,86.65,10.3,,239.29,0,0,,1.6,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/06/2010,73.5,91.5,79.7,63.6,59.73,90.47,9.2,,165.88,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/07/2010,75.3,91.5,81.5,58.8,47.81,88.8,12.8,,134.35,0,0,,2.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/08/2010,73.5,89.7,80,58.7,49.44,86.69,12.8,,159.47,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/09/2010,71.7,89.7,79.3,57.9,49.64,87.1,10.3,,153.16,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/10/2010,75.3,89.7,81.3,57.9,45.71,88.4,8.1,,148.95,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/11/2010,75.3,87.9,81.5,64.3,56.79,90.47,10.3,,191.25,0,0,,1.5,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/12/2010,77.1,86.1,79.8,68.5,69.19,86.85,13.9,,260.5,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/13/2010,71.7,84.3,77.2,56,50.88,82.11,11.4,,164.5,0,0,,2.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/14/2010,66.3,86.1,76,52.7,44.92,85.58,10.3,,241,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/15/2010,73.5,89.7,81.1,59.9,48.99,90.47,9.2,,159.5,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/16/2010,77.1,91.5,83.7,62.2,49.63,92.38,11.4,,126.52,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/17/2010,73.5,89.7,81.2,57.6,46.94,87.47,13.9,,205.33,0,0,,2.3,,,"Smoke Or Haze",18.94017,72.83486,""
