Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Info
"Mumbai",01/01/2001,66.3,82.5,73.6,63.5,71.68,83.52,11.4,,203.91,0,0,,2.1,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/02/2001,66.3,82.5,71.9,62.5,73.44,83.52,11.4,,182,0,0,,2.1,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/03/2001,66.3,86.1,75.8,61.5,62.66,86.17,9.2,,197.86,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/04/2001,66.3,91.5,77.7,62.5,61.17,92.38,10.3,,118.24,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/05/2001,69.9,91.5,79.2,62.6,58.54,92.38,9.2,,149.38,0,0,,2.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/06/2001,71.7,89.7,79.3,62,57.5,91.39,12.8,,146.15,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/07/2001,73.5,86.1,77.3,64.2,65.12,86.17,9.2,,286.67,0,0,,2.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/08/2001,66.3,84.3,74,56.8,57.83,82.56,10.3,,172.86,0,0,,2.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/09/2001,62.7,80.7,72.7,57.7,61.12,80.89,8.1,,278.57,0,0,,1.8,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/10/2001,66.3,86.1,74.9,59.9,61.53,85.08,8.1,,192.31,0,0,,1.9,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/11/2001,66.3,82.5,75.1,64.3,70.24,84.77,9.2,,265,0,0,,1.3,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/12/2001,71.7,86.1,76.6,64.6,68.04,85.08,8.1,,229.09,0,0,,1.6,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/13/2001,68.1,86.1,75.6,59.5,59.44,85.08,10.3,,255,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/14/2001,66.3,86.1,75.5,62.6,66.18,86.85,9.2,,220,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/15/2001,69.9,86.1,76.2,62.1,63.96,85.58,9.2,,277.78,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/16/2001,68.1,86.1,75.4,61.6,63.99,84.28,9.2,,225,0,0,,1.9,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/17/2001,69.9,86.1,77.6,64.5,65.48,88.54,10.3,,250,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/18/2001,73.5,89.7,79.1,65.2,64.23,90.47,6.9,,210,0,0,,1.6,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/19/2001,71.7,89.7,80.6,62.7,56.68,89.68,9.2,,240.77,0,0,,1.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/20/2001,73.5,91.5,80.7,59.7,50.15,91.54,9.2,,207.5,0,0,,1.9,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/21/2001,73.5,91.5,79.8,58.8,49.95,90.47,13.9,,266.15,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/22/2001,69.9,75.3,72.8,62.7,70.83,77.63,5.8,,163.33,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/23/2001,68.1,82.5,71.5,59.5,68.23,81.53,9.2,,176.67,0,0,,2.5,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/24/2001,64.5,84.3,73.8,52.9,48.99,82.84,11.4,,230,0,0,,2.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/25/2001,62.7,84.3,72.9,52.9,51.32,82.84,9.2,,216.43,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/26/2001,64.5,87.9,74.4,58,62.75,85.82,6.9,,114.44,0,0,,2,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/27/2001,64.5,82.5,72.8,55.9,57.67,81.53,8.1,,216.92,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/28/2001,62.7,78.9,69.5,57.3,66.48,79.93,8.1,,271.67,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/29/2001,66.3,78.9,72.6,59.2,63.71,79.52,9.2,,282.5,0,0,,1.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/30/2001,68.1,82.5,73.5,60,63.54,83.01,9.2,,238,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/31/2001,68.1,82.5,73.9,57.6,57.95,82.56,11.4,,286,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/01/2001,69.9,80.7,74.4,55.4,52.08,81.2,10.3,,238.46,0,0,,1.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/02/2001,69.9,86.1,76.6,59.2,55.62,86.85,9.2,,226.92,0,0,,1.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/03/2001,68.1,87.9,76.2,56.3,52.65,85.82,11.4,,300.83,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/04/2001,66.3,84.3,74.3,59,60.56,82.56,9.2,,255.33,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/05/2001,68.1,80.7,72.8,60.1,65.58,81.2,11.4,,280,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/06/2001,60.9,82.5,71.3,56.2,61.69,82.56,11.4,,263.64,0,0,,2,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/07/2001,62.7,87.9,74.9,56,54.31,86.22,11.4,,291.25,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/08/2001,64.5,102.3,78.5,53.4,47.1,98.95,9.2,,210,0,0,,1.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/09/2001,64.5,91.5,74.2,53.8,51.98,88.8,9.2,,248.33,0,0,,1.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/10/2001,60.9,82.5,72.3,57.2,60.74,81.94,10.3,,270,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/11/2001,64.5,78.9,70.6,61.9,75.39,80.66,10.3,,258,0,0,,1.7,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/12/2001,62.7,82.5,72.2,60,68.06,83.01,10.3,,295.56,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/13/2001,64.5,82.5,72.5,62.2,71.9,83.43,9.2,,268.89,0,0,,1.7,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/14/2001,64.5,78.9,71,63.3,77.96,80.4,11.4,,283.33,0,0,,1.8,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/15/2001,68.1,82.5,74.9,60.3,62.13,83.01,11.4,,223.12,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/16/2001,64.5,84.3,73.2,57.6,60.08,84.02,9.2,,245.56,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/17/2001,64.5,82.5,72.9,61.6,69.21,83.01,9.2,,241.11,0,0,,1.5,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/18/2001,68.1,87.9,76.4,60.7,61.29,86.69,11.4,,262.22,0,0,,1.6,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/19/2001,68.1,87.9,76.8,64.7,67.99,89.79,9.2,,256.67,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/20/2001,71.7,87.9,78.3,67.7,71,88.62,9.2,,255.45,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/21/2001,73.5,86.1,78.7,70.3,76.87,90.77,9.2,,245,0,0,,1.8,,,"Mist, Fog, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/22/2001,69.9,87.9,77.1,66.2,71.52,90.47,10.3,,283.75,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/23/2001,69.9,87.9,78.9,66.2,67.05,91.6,11.4,,288,0,0,,2.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/24/2001,73.5,87.9,80.8,68.2,66.87,94.39,11.4,,270.62,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/25/2001,71.7,82.5,76.2,68.3,77.17,84.77,11.4,,271.11,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/26/2001,71.7,82.5,77.1,68.7,75.94,85.53,9.2,,254.55,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/27/2001,73.5,84.3,77.6,68.2,74.02,87.56,11.4,,183,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/28/2001,75.3,86.1,78.9,67.6,69.15,88.54,8.1,,254.44,0,0,,2.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/01/2001,73.5,89.7,81.3,65.3,61.48,91.39,11.4,,227.69,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/02/2001,71.7,91.5,80.9,65.3,61.45,92.9,10.3,,176.67,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/03/2001,77.1,87.9,81.3,70.3,70.75,92.9,10.3,,194.44,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/04/2001,77.1,86.1,80.8,70.8,72.42,92.12,12.8,,221.54,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/05/2001,75.3,89.7,81.9,70.7,69.96,95.04,9.2,,233.08,0,0,,1.9,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/06/2001,75.3,89.7,81.2,68.3,67.24,91.39,11.4,,250,0,0,,2.2,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/07/2001,71.7,84.3,77.8,66.5,69.5,87.56,9.2,,234.17,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/08/2001,69.9,87.9,76.6,64.7,68.11,89.48,10.3,,203,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/09/2001,71.7,86.1,78.7,67.9,70.66,90.77,10.3,,203.33,0,0,,2,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/10/2001,75.3,86.1,80,69.2,70.32,89.58,13.9,,182.67,0,0,,5.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/11/2001,73.5,86.1,79,68.2,70.34,89.58,13.9,,152.5,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/12/2001,73.5,86.1,79.7,68.7,69.82,89.58,12.8,,174.71,0,0,,2.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/13/2001,73.5,86.1,78.8,68.2,70.75,90.77,11.4,,184.71,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
