Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Info
"Mumbai",01/01/2017,69.9,91.5,79.9,60.6,54.59,88.62,10.3,,208.15,0,0,,1.2,0.7,1013.1,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/02/2017,69.5,91.5,78.9,61.1,57.42,88.62,9.2,,201.62,0,0,,1.1,1.1,1013.9,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/03/2017,69.5,89.7,79.5,54,44.09,87.47,10.3,,179.95,0,0,,1.5,3.9,1013.9,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/04/2017,70.7,87.9,78.7,56.6,49,84.97,10.3,,209.53,0,0,,1.2,0,1013.4,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/05/2017,69.9,87.9,77.9,59.1,54.67,85.82,9.2,,193,0,0,,1.2,0,1012.6,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/06/2017,68.8,82.5,75.9,62.4,63.98,83.01,15,,241.63,0,0,,1.5,0.4,1012.5,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/07/2017,68.1,82.5,75.5,64,68.23,85.53,11.4,,191.71,0,0,,1.4,9.7,1012,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/08/2017,68.1,84.3,76.5,63.8,65.97,84.77,13.9,,207.71,0,0,,1.5,15.7,1010.4,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/09/2017,68.1,84.3,76.6,58.6,54.82,84.02,13.9,,189.95,0,0,,1.8,12.2,1010.8,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/10/2017,64.4,80.7,74.5,53.6,49.16,80.36,11.4,,284.82,0,0,,1.6,0,1012.9,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/11/2017,62.7,82.5,73.3,54.8,54.22,81.53,11.4,,251.42,0,0,,1.5,0,1013,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/12/2017,64.5,82.5,72.9,53.4,52.66,81.53,11.4,,216.95,0,0,,1.7,0.4,1011.4,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/13/2017,68.1,87.9,75,56.1,54.17,84.77,12.8,,131.44,0,0,,1.5,0,1011,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/14/2017,69.9,87.9,77.6,61.3,59.1,87.88,12.8,,147.88,0,0,,1.5,2.2,1011.7,"Smoke Or Haze",18.94017,72.83486,""
