Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Info
"Mumbai",01/01/2000,66.3,91.5,79.3,56.1,46.28,90.19,8.1,,185.33,0,0,,1.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/02/2000,68.1,91.5,79.5,56.1,47.24,89.19,9.2,,166.67,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/03/2000,69.9,91.5,79.2,51.5,39.79,88.19,8.1,,192.5,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/04/2000,68.1,89.7,78.8,52,42.4,87.1,10.3,,174.44,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/05/2000,68.1,91.5,79,49.9,38.04,88.19,11.4,,167,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/06/2000,71.7,89.7,78.9,45.1,31.65,85.9,11.4,,158.89,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/07/2000,68.1,91.5,77.7,47.4,36.55,87.49,6.9,,116.84,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/08/2000,64.5,91.5,76.3,50.2,43.47,87.62,8.1,,152.78,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/09/2000,64.5,91.5,76.6,58.9,57.01,89.68,8.1,,210,0,0,,1.5,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/10/2000,66.3,91.5,77.6,61.6,60.61,90.82,9.2,,222.94,0,0,,1.7,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/11/2000,68.1,87.9,78.3,64.2,64.4,89.48,10.3,,257.65,0,0,,1.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/12/2000,73.5,84.3,77.7,63.8,64.02,84.55,13.9,,257.62,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/13/2000,68.1,86.1,76.2,61.3,61.79,87.64,11.4,,229.52,0,0,,2.2,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/14/2000,69.9,82.5,76.3,58,54.96,81.53,11.4,,228,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/15/2000,68.1,82.5,73.5,49.1,44.14,80.57,11.4,,293.33,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/16/2000,60.9,86.1,74,52.4,49.19,83.97,9.2,,210.62,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/17/2000,69.9,95.1,81.6,60.7,51.02,100.02,10.3,,157,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/18/2000,75.3,98.7,85.4,63.5,49.53,102.98,8.1,,169.41,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/19/2000,75.3,95.1,83.9,60.4,47.2,95.46,11.4,,258.33,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/20/2000,71.7,89.7,80.5,58.7,50.36,89.68,12.8,,262.94,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/21/2000,69.9,82.5,76.6,61.5,60.96,83.52,13.9,,296,0,0,,1.5,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/22/2000,69.9,84.3,76,60.7,60.44,84.02,12.8,,202.35,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/23/2000,68.1,82.5,75.5,59.6,58.77,83.52,10.3,,180.59,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/24/2000,68.1,89.7,77.2,56.6,50.89,88.4,10.3,,204.67,0,0,,1.6,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/25/2000,68.1,89.7,79.8,56.6,46.79,88.4,10.3,,212.14,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/26/2000,68.1,89.7,78.3,54.7,45.45,87.47,10.3,,250.71,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/27/2000,69.9,89.7,78.7,54.5,44.91,87.9,12.8,,226.32,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/28/2000,69.9,91.5,79.5,53.9,43.39,90.19,9.2,,212.86,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/29/2000,73.5,93.3,81.2,52.4,38.39,90.99,11.4,,152.94,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/30/2000,69.9,91.5,80.6,53.4,41.8,90.82,11.4,,199.44,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/31/2000,69.9,89.7,78.7,50.9,39.74,86.16,10.3,,231.54,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/01/2000,71.7,82.5,76.6,58.2,55.02,81.53,10.3,,261.33,10.3,4,,2.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/02/2000,71.7,82.5,76.6,57.8,53.83,82.17,5.8,,195,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/03/2000,69.9,84.3,75.9,53.8,48.12,82.32,13.9,,231.18,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/04/2000,66.3,82.5,75.6,57,54.56,84.1,12.8,,278.12,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/05/2000,68.1,80.7,74.6,68.2,81.22,84.75,9.2,,235.83,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/06/2000,68.1,80.7,74.5,67.1,78.18,84.05,9.2,,208,0,0,,2,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/07/2000,66.3,82.5,74.6,62.3,67.43,82.17,12.8,,282.86,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/08/2000,64.5,80.7,73.6,62.1,70.37,82.38,15,,216.15,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/09/2000,62.7,86.1,74.4,59.4,62.39,85.08,12.8,,226.43,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/10/2000,64.5,82.5,73.9,62.2,69.22,83.01,12.8,,245,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/11/2000,66.3,80.7,74.1,60.7,66.2,81.94,13.9,,276.47,0,0,,1.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/12/2000,66.3,80.7,73.6,58.8,62.07,81.94,10.3,,207.33,0,0,,2.2,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/13/2000,62.7,84.3,73.8,55.4,55.71,82.56,12.8,,225,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/14/2000,68.1,91.5,78.9,57.8,50.5,93.35,12.8,,189.52,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/15/2000,71.7,91.5,81.2,62,54.19,93.35,10.3,,199.41,0,0,,1.7,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/16/2000,71.7,89.7,79.6,63.8,61.13,92.44,11.4,,309.17,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/17/2000,69.9,91.5,77.7,52.5,45.41,88.19,11.4,,287.65,0.5,4,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/18/2000,66.3,87.9,77.2,52.3,43.7,86.22,12.8,,217.89,0,0,,1.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/19/2000,68.1,82.5,75.1,58.9,59.12,81.83,12.8,,264.21,0,0,,2,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/20/2000,68.1,80.7,74.5,61.3,65.98,80.89,9.2,,250,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/21/2000,68.1,80.7,74.3,63.7,72.29,81.23,11.4,,228,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/22/2000,69.9,82.5,75.5,63.8,70.04,85.53,12.8,,227.5,0,0,,1.8,,,"Mist, Fog, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/23/2000,69.9,84.3,76.8,64,67.09,86.65,11.4,,217.69,0,0,,1.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/24/2000,71.7,87.9,78.3,63.9,63.96,89.48,12.8,,225.56,0,0,,1.6,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/25/2000,73.5,87.9,78.7,63.7,62.13,86.22,11.4,,264.29,0,0,,1.5,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/26/2000,69.9,91.5,79.4,53.8,45.78,87.77,11.4,,205.45,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/27/2000,69.9,95.1,80.5,53.9,41.27,93.96,9.2,,228.46,0,0,,2.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/28/2000,71.7,95.1,82.1,57.2,45.49,93.96,10.3,,220.83,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",02/29/2000,73.5,100.5,85,53.8,37.4,98.03,12.8,,202.14,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/01/2000,73.5,96.9,84.1,52.8,36.15,93.83,10.3,,215,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/02/2000,69.9,89.7,80,61.9,56.53,88.99,11.4,,272.22,0,0,,1.6,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/03/2000,71.7,91.5,81.1,59,51.74,90.19,13.9,,272.86,0,0,,2.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/04/2000,71.7,84.3,77.7,60.3,58.26,82.88,11.4,,255,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/05/2000,69.9,84.3,76.6,56.8,53.11,82.56,12.8,,253.75,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/06/2000,66.3,80.7,74.9,53.8,50.36,79.95,13.9,,240.62,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/07/2000,68.1,80.7,76.5,51.9,43.54,79.77,13.9,,276.47,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/08/2000,64.5,86.1,73.2,52.9,51.09,83.97,11.4,,194.44,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/09/2000,64.5,87.9,77.3,54.2,46.6,85.82,12.8,,241.43,0,0,,1.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/10/2000,69.9,84.3,77.5,57.4,51.96,83.57,11.4,,282.5,0,0,,1.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/11/2000,66.3,87.9,77.4,56.1,49.87,85.82,12.8,,275,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/12/2000,73.5,86.1,79.8,59.3,52.44,86.65,10.3,,236.92,0,0,,2.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/13/2000,73.5,86.1,78.9,60.1,53.51,85.58,10.3,,246.36,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/14/2000,71.7,86.1,78.4,57.9,50.71,85.08,13.9,,192.22,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/15/2000,69.9,84.3,77.6,58.2,52.14,83.57,11.4,,240.71,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/16/2000,73.5,84.3,77.3,58,53.75,82.84,13.9,,232.5,0,0,,2.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/17/2000,68.1,84.3,76.9,58.7,55.21,84.02,13.9,,229.44,0,0,,2.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/18/2000,71.7,84.3,79.1,61.1,55.76,85.15,13.9,,267,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/19/2000,77.1,93.3,83.8,57,43.17,90.21,11.4,,269.41,0,0,,1.9,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/20/2000,71.7,96.9,83.7,51.3,34.89,93.83,12.8,,307.33,0,0,,1.6,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/21/2000,69.9,93.3,82.3,51.1,35.9,89.91,12.8,,295.62,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/22/2000,73.5,87.9,79.6,57.2,47.65,86.69,13.9,,252,0,0,,2.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/23/2000,75.3,95.1,82.1,59.3,47.3,94.66,11.4,,199.17,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/24/2000,71.7,100.5,85.9,54.9,35.95,98.68,16.1,,231.25,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/25/2000,73.5,104.1,87.5,57.3,39.58,108.21,11.4,,138.24,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/26/2000,75.3,93.3,84,66.1,56.24,105.28,9.2,,280,0,0,,1.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/27/2000,73.5,96.9,85.2,62.8,52.17,99.55,11.4,,244.62,0,0,,1.6,,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/28/2000,75.3,102.3,86.7,59.4,43.81,100.52,13.9,,201.25,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/29/2000,80.7,91.5,85.4,72.9,68.02,102.9,11.4,,253.08,0,0,,1.7,,,"Mist, Fog, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/30/2000,78.9,95.1,85.7,70.1,61.7,103.36,11.4,,224.67,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",03/31/2000,77.1,89.7,83.7,67.5,59.81,95.42,11.4,,248.67,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/01/2000,75.3,100.5,89.1,61.1,41.66,104.44,11.4,,257.89,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/02/2000,78.9,95.1,85.9,61.5,45.85,94.36,15,,277.65,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/03/2000,78.9,89.7,83.2,69.2,63.89,98.43,11.4,,236.88,0,0,,2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/04/2000,80.7,91.5,85,69.4,60.44,98.86,13.9,,237.89,0,0,,2.3,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/05/2000,78.9,89.7,83.9,65.5,55.2,93.67,13.9,,252,0,0,,2.6,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/06/2000,77.1,87.9,83.4,65.4,55.98,91.6,11.4,,259.47,0,0,,2.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/07/2000,78.9,91.5,84.4,67,57.45,93.65,11.4,,255,0,0,,2.1,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/08/2000,80.7,93.3,85.1,67.2,56.07,97.86,11.4,,221.76,0,0,,2.4,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/09/2000,78.9,89.7,84.2,68.2,60.26,102.66,11.4,,259.38,0,0,,2.7,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",04/10/2000,78.9,91.5,84.1,67.6,59.14,100.48,12.8,,288.12,0,0,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
