Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Info
"Mumbai",01/01/2014,71.7,86.1,77.3,61.1,57.93,85.85,10.3,,245,0,0,,1.4,9.5,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/02/2014,73.5,89.7,79.8,62.4,56.22,88.99,12.8,,137.27,0,0,,1.4,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/03/2014,73.5,89.7,80.3,63.1,57.32,88.99,11.4,,181.9,0,0,,1.4,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/04/2014,73.5,84.3,78.3,64.6,63.66,85.15,12.8,,217,0,0,,1.1,0,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/05/2014,69.9,84.3,75.4,57.2,54.54,83.18,10.3,,270,0,0,,1.6,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/06/2014,66.3,86.1,74.8,51.7,45.48,83.97,10.3,,225.26,0,0,,1.5,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/07/2014,68.1,89.7,77.5,55.9,48.2,88.99,9.2,,146.32,0,0,,1.4,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/08/2014,73.5,89.7,80.1,62.5,56.9,88.4,10.3,,180,0,0,,1.4,1.3,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/09/2014,71.7,80.7,76.1,67.1,74.96,83.43,13.9,,241.18,0,0,,1.2,11,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/10/2014,66.3,80.7,73.2,55.3,55.16,79.95,11.4,,208.75,0,0,,1.5,2.7,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/11/2014,62.7,77.1,70.2,43.4,38.69,80.34,12.8,,206.8,0,0,,2,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/12/2014,64.5,80.7,72.5,52.6,50.42,80.61,12.8,,190,0,0,,1.6,0,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/13/2014,69.9,78.9,74.6,64.2,70.52,80.94,10.3,,205,0,0,,1.4,7.6,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/14/2014,69.9,80.7,76,65.8,71.32,83.43,12.8,,242.35,0,0,,1,31.1,,"Mist, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",01/15/2014,69.9,84.3,75.5,58.4,56.75,83.18,12.8,,238.89,0,0,,1.6,0,,"Smoke Or Haze",18.94017,72.83486,""
